D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myFA, sphere, 4.975e-06, 9.038e-12, 9.130e-12, 249.86
2, myPSO, rastrigin, 4.822e-06, 8.038e-12, 8.119e-12, 72.47
2, myDE, rastrigin, 4.836e-06, 7.638e-12, 7.715e-12, 56.26
2, myFA, rastrigin, 1.456e-01, 7.584e-02, 7.661e-02, 824.06
5, myPSO, sphere, 6.862e-06, 3.950e-12, 3.990e-12, 70.39
5, myDE, sphere, 6.820e-06, 4.591e-12, 4.638e-12, 67.47
5, myFA, sphere, 7.141e-06, 4.032e-12, 4.072e-12, 558.95
5, myPSO, rastrigin, 9.850e-01, 7.226e-01, 7.299e-01, 811.35
5, myDE, rastrigin, 1.393e-01, 1.192e-01, 1.204e-01, 431.08
5, myFA, rastrigin, 5.535e+00, 8.347e+00, 8.431e+00, 1000.00
20, myPSO, sphere, 9.094e-06, 5.634e-13, 5.691e-13, 241.00
20, myDE, sphere, 2.914e-04, 1.411e-06, 1.425e-06, 396.17
20, myFA, sphere, 8.682e-06, 1.072e-12, 1.083e-12, 785.78
20, myPSO, rastrigin, 3.118e+01, 8.930e+01, 9.020e+01, 1000.00
20, myDE, rastrigin, 2.959e+01, 3.922e+02, 3.962e+02, 1000.00
20, myFA, rastrigin, 3.739e+01, 1.109e+02, 1.120e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.846e-06, 6.617e-12, 6.684e-12, 31.38
2, myDE, sphere, 4.732e-06, 7.582e-12, 7.659e-12, 21.86
2, myFA, sphere, 5.232e-06, 7.761e-12, 7.840e-12, 236.22
2, myPSO, rastrigin, 5.319e-06, 7.552e-12, 7.628e-12, 71.50
2, myDE, rastrigin, 4.694e-06, 9.067e-12, 9.159e-12, 57.51
2, myFA, rastrigin, 1.394e-01, 5.370e-02, 5.424e-02, 868.73
5, myPSO, sphere, 7.334e-06, 4.515e-12, 4.561e-12, 69.55
5, myDE, sphere, 6.618e-06, 5.106e-12, 5.157e-12, 67.71
5, myFA, sphere, 6.596e-06, 5.568e-12, 5.625e-12, 554.93
5, myPSO, rastrigin, 1.065e+00, 1.074e+00, 1.085e+00, 785.43
5, myDE, rastrigin, 6.965e-02, 6.444e-02, 6.510e-02, 392.51
5, myFA, rastrigin, 5.361e+00, 8.015e+00, 8.096e+00, 1000.00
20, myPSO, sphere, 9.049e-06, 7.325e-13, 7.399e-13, 240.12
20, myDE, sphere, 5.251e-04, 1.683e-05, 1.700e-05, 364.50
20, myFA, sphere, 8.725e-06, 1.033e-12, 1.044e-12, 788.53
20, myPSO, rastrigin, 3.256e+01, 8.884e+01, 8.973e+01, 1000.00
20, myDE, rastrigin, 3.471e+01, 5.357e+02, 5.411e+02, 1000.00
20, myFA, rastrigin, 3.939e+01, 1.163e+02, 1.174e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.799e-06, 8.687e-12, 8.774e-12, 30.50
2, myDE, sphere, 4.098e-06, 8.145e-12, 8.227e-12, 22.50
2, myFA, sphere, 4.746e-06, 7.955e-12, 8.035e-12, 249.53
2, myPSO, rastrigin, 4.680e-06, 8.759e-12, 8.848e-12, 71.03
2, myDE, rastrigin, 5.055e-06, 7.270e-12, 7.343e-12, 58.90
2, myFA, rastrigin, 1.525e-01, 7.371e-02, 7.445e-02, 805.28
5, myPSO, sphere, 7.055e-06, 4.855e-12, 4.904e-12, 70.75
5, myDE, sphere, 6.724e-06, 4.184e-12, 4.226e-12, 67.52
5, myFA, sphere, 7.224e-06, 4.797e-12, 4.845e-12, 556.47
5, myPSO, rastrigin, 1.104e+00, 9.087e-01, 9.178e-01, 804.14
5, myDE, rastrigin, 1.603e-01, 1.526e-01, 1.542e-01, 452.79
5, myFA, rastrigin, 4.297e+00, 5.421e+00, 5.476e+00, 1000.00
20, myPSO, sphere, 8.969e-06, 7.812e-13, 7.891e-13, 241.59
20, myDE, sphere, 1.200e-04, 6.182e-07, 6.245e-07, 384.53
20, myFA, sphere, 8.901e-06, 7.969e-13, 8.050e-13, 787.72
20, myPSO, rastrigin, 3.137e+01, 7.944e+01, 8.024e+01, 1000.00
20, myDE, rastrigin, 2.786e+01, 4.254e+02, 4.297e+02, 1000.00
20, myFA, rastrigin, 4.087e+01, 1.232e+02, 1.244e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.189e-06, 6.854e-12, 6.923e-12, 31.58
2, myDE, sphere, 4.846e-06, 7.077e-12, 7.148e-12, 22.48
2, myFA, sphere, 4.728e-06, 8.020e-12, 8.101e-12, 239.58
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 77.69
2, myDE, rastrigin, 4.522e-06, 7.170e-12, 7.242e-12, 57.21
2, myFA, rastrigin, 1.441e-01, 6.605e-02, 6.672e-02, 801.21
5, myPSO, sphere, 7.329e-06, 4.214e-12, 4.257e-12, 70.31
5, myDE, sphere, 7.029e-06, 5.096e-12, 5.148e-12, 67.66
5, myFA, sphere, 6.900e-06, 5.224e-12, 5.277e-12, 556.82
5, myPSO, rastrigin, 1.035e+00, 8.498e-01, 8.583e-01, 790.97
5, myDE, rastrigin, 1.294e-01, 1.120e-01, 1.131e-01, 421.45
5, myFA, rastrigin, 4.712e+00, 7.302e+00, 7.376e+00, 998.57
20, myPSO, sphere, 9.052e-06, 6.243e-13, 6.306e-13, 240.27
20, myDE, sphere, 4.257e-03, 1.066e-03, 1.077e-03, 395.16
20, myFA, sphere, 8.807e-06, 1.014e-12, 1.025e-12, 786.53
20, myPSO, rastrigin, 3.186e+01, 1.036e+02, 1.047e+02, 1000.00
20, myDE, rastrigin, 2.887e+01, 4.008e+02, 4.048e+02, 1000.00
20, myFA, rastrigin, 4.018e+01, 1.602e+02, 1.618e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.485e-06, 7.073e-12, 7.145e-12, 31.91
2, myDE, sphere, 4.610e-06, 9.463e-12, 9.558e-12, 22.03
2, myFA, sphere, 5.072e-06, 9.945e-12, 1.005e-11, 238.93
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 77.64
2, myDE, rastrigin, 4.351e-06, 6.905e-12, 6.974e-12, 57.47
2, myFA, rastrigin, 1.027e-01, 4.364e-02, 4.408e-02, 798.27
5, myPSO, sphere, 7.108e-06, 4.245e-12, 4.288e-12, 70.84
5, myDE, sphere, 6.571e-06, 4.594e-12, 4.640e-12, 68.18
5, myFA, sphere, 7.272e-06, 4.312e-12, 4.356e-12, 555.80
5, myPSO, rastrigin, 9.253e-01, 7.574e-01, 7.651e-01, 773.02
5, myDE, rastrigin, 9.024e-02, 1.206e-01, 1.218e-01, 407.54
5, myFA, rastrigin, 4.497e+00, 6.322e+00, 6.385e+00, 998.61
20, myPSO, sphere, 9.194e-06, 4.715e-13, 4.762e-13, 243.17
20, myDE, sphere, 3.137e-05, 1.748e-08, 1.765e-08, 355.66
20, myFA, sphere, 8.864e-06, 7.647e-13, 7.725e-13, 786.38
20, myPSO, rastrigin, 3.287e+01, 1.136e+02, 1.148e+02, 1000.00
20, myDE, rastrigin, 2.896e+01, 3.993e+02, 4.033e+02, 1000.00
20, myFA, rastrigin, 3.741e+01, 1.087e+02, 1.098e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.755e-06, 9.098e-12, 9.189e-12, 32.21
2, myDE, sphere, 4.725e-06, 9.697e-12, 9.795e-12, 21.87
2, myFA, sphere, 4.967e-06, 8.255e-12, 8.338e-12, 236.36
2, myPSO, rastrigin, 5.057e-06, 8.095e-12, 8.177e-12, 71.37
2, myDE, rastrigin, 4.006e-06, 7.699e-12, 7.777e-12, 57.41
2, myFA, rastrigin, 1.444e-01, 6.222e-02, 6.285e-02, 812.64
5, myPSO, sphere, 7.152e-06, 4.684e-12, 4.732e-12, 70.13
5, myDE, sphere, 7.053e-06, 4.161e-12, 4.203e-12, 67.54
5, myFA, sphere, 7.336e-06, 4.169e-12, 4.211e-12, 556.20
5, myPSO, rastrigin, 9.253e-01, 1.035e+00, 1.045e+00, 724.26
5, myDE, rastrigin, 7.963e-02, 9.265e-02, 9.359e-02, 389.63
5, myFA, rastrigin, 4.750e+00, 8.544e+00, 8.630e+00, 1000.00
20, myPSO, sphere, 8.962e-06, 8.952e-13, 9.042e-13, 241.08
20, myDE, sphere, 3.801e-04, 8.814e-06, 8.903e-06, 377.91
20, myFA, sphere, 8.829e-06, 8.844e-13, 8.933e-13, 781.67
20, myPSO, rastrigin, 3.054e+01, 9.988e+01, 1.009e+02, 1000.00
20, myDE, rastrigin, 2.615e+01, 3.631e+02, 3.668e+02, 1000.00
20, myFA, rastrigin, 3.761e+01, 1.361e+02, 1.375e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.080e-06, 8.617e-12, 8.704e-12, 31.28
2, myDE, sphere, 5.193e-06, 9.186e-12, 9.278e-12, 22.02
2, myFA, sphere, 4.706e-06, 8.319e-12, 8.403e-12, 257.05
2, myPSO, rastrigin, 4.800e-06, 7.946e-12, 8.027e-12, 65.18
2, myDE, rastrigin, 4.386e-06, 7.904e-12, 7.983e-12, 56.77
2, myFA, rastrigin, 1.573e-01, 7.464e-02, 7.539e-02, 842.90
5, myPSO, sphere, 6.879e-06, 3.263e-12, 3.296e-12, 70.50
5, myDE, sphere, 6.808e-06, 4.255e-12, 4.298e-12, 67.28
5, myFA, sphere, 7.284e-06, 4.031e-12, 4.072e-12, 553.54
5, myPSO, rastrigin, 8.855e-01, 9.285e-01, 9.378e-01, 717.25
5, myDE, rastrigin, 9.951e-02, 8.911e-02, 9.001e-02, 418.10
5, myFA, rastrigin, 4.959e+00, 6.244e+00, 6.307e+00, 1000.00
20, myPSO, sphere, 8.846e-06, 9.843e-13, 9.942e-13, 242.28
20, myDE, sphere, 4.335e-04, 8.833e-06, 8.922e-06, 374.72
20, myFA, sphere, 8.831e-06, 1.023e-12, 1.034e-12, 784.51
20, myPSO, rastrigin, 3.269e+01, 9.146e+01, 9.239e+01, 1000.00
20, myDE, rastrigin, 2.794e+01, 3.399e+02, 3.433e+02, 1000.00
20, myFA, rastrigin, 3.848e+01, 1.302e+02, 1.315e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.441e-06, 8.688e-12, 8.775e-12, 31.68
2, myDE, sphere, 4.561e-06, 9.464e-12, 9.560e-12, 22.22
2, myFA, sphere, 4.896e-06, 8.186e-12, 8.268e-12, 230.22
2, myPSO, rastrigin, 5.437e-06, 8.785e-12, 8.874e-12, 68.60
2, myDE, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 67.04
2, myFA, rastrigin, 1.416e-01, 5.711e-02, 5.768e-02, 791.60
5, myPSO, sphere, 7.140e-06, 4.136e-12, 4.178e-12, 70.13
5, myDE, sphere, 6.627e-06, 4.745e-12, 4.793e-12, 67.56
5, myFA, sphere, 6.886e-06, 3.973e-12, 4.013e-12, 557.98
5, myPSO, rastrigin, 9.552e-01, 9.092e-01, 9.183e-01, 768.97
5, myDE, rastrigin, 4.982e-02, 4.702e-02, 4.749e-02, 376.75
5, myFA, rastrigin, 5.061e+00, 1.044e+01, 1.054e+01, 998.39
20, myPSO, sphere, 9.016e-06, 5.359e-13, 5.413e-13, 240.97
20, myDE, sphere, 5.985e-04, 3.148e-05, 3.180e-05, 376.31
20, myFA, sphere, 8.924e-06, 7.859e-13, 7.938e-13, 787.16
20, myPSO, rastrigin, 3.512e+01, 1.124e+02, 1.135e+02, 1000.00
20, myDE, rastrigin, 2.735e+01, 4.004e+02, 4.045e+02, 1000.00
20, myFA, rastrigin, 3.911e+01, 1.285e+02, 1.298e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.577e-06, 8.372e-12, 8.456e-12, 31.36
2, myDE, sphere, 4.834e-06, 7.537e-12, 7.613e-12, 22.05
2, myFA, sphere, 5.065e-06, 6.512e-12, 6.578e-12, 243.23
2, myPSO, rastrigin, 5.224e-06, 7.370e-12, 7.445e-12, 68.35
2, myDE, rastrigin, 4.914e-06, 8.916e-12, 9.006e-12, 57.47
2, myFA, rastrigin, 1.022e-01, 4.701e-02, 4.748e-02, 760.05
5, myPSO, sphere, 6.893e-06, 4.689e-12, 4.737e-12, 70.14
5, myDE, sphere, 7.111e-06, 3.495e-12, 3.530e-12, 68.38
5, myFA, sphere, 7.179e-06, 4.231e-12, 4.274e-12, 556.30
5, myPSO, rastrigin, 9.054e-01, 6.552e-01, 6.619e-01, 780.89
5, myDE, rastrigin, 1.102e-01, 9.823e-02, 9.922e-02, 417.32
5, myFA, rastrigin, 4.615e+00, 6.301e+00, 6.364e+00, 1000.00
20, myPSO, sphere, 9.003e-06, 5.880e-13, 5.940e-13, 243.33
20, myDE, sphere, 1.365e-04, 8.460e-07, 8.545e-07, 374.27
20, myFA, sphere, 8.769e-06, 1.234e-12, 1.247e-12, 784.43
20, myPSO, rastrigin, 3.281e+01, 1.080e+02, 1.091e+02, 1000.00
20, myDE, rastrigin, 2.915e+01, 5.004e+02, 5.055e+02, 1000.00
20, myFA, rastrigin, 3.875e+01, 1.503e+02, 1.518e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.877e-06, 7.969e-12, 8.049e-12, 31.37
2, myDE, sphere, 5.077e-06, 7.134e-12, 7.206e-12, 21.80
2, myFA, sphere, 4.555e-06, 8.752e-12, 8.841e-12, 242.26
2, myPSO, rastrigin, 5.427e-06, 7.035e-12, 7.106e-12, 70.11
2, myDE, rastrigin, 4.623e-06, 7.603e-12, 7.680e-12, 56.66
2, myFA, rastrigin, 1.070e-01, 4.225e-02, 4.268e-02, 766.68
5, myPSO, sphere, 7.475e-06, 3.076e-12, 3.107e-12, 70.39
5, myDE, sphere, 6.837e-06, 4.933e-12, 4.983e-12, 68.98
5, myFA, sphere, 6.888e-06, 4.616e-12, 4.662e-12, 562.53
5, myPSO, rastrigin, 9.452e-01, 8.984e-01, 9.074e-01, 749.02
5, myDE, rastrigin, 1.201e-01, 1.242e-01, 1.255e-01, 427.87
5, myFA, rastrigin, 4.779e+00, 9.363e+00, 9.458e+00, 997.36
20, myPSO, sphere, 9.042e-06, 6.496e-13, 6.561e-13, 239.23
20, myDE, sphere, 3.242e-03, 7.225e-04, 7.298e-04, 367.10
20, myFA, sphere, 8.842e-06, 9.303e-13, 9.397e-13, 788.02
20, myPSO, rastrigin, 3.038e+01, 1.042e+02, 1.052e+02, 1000.00
20, myDE, rastrigin, 2.858e+01, 4.217e+02, 4.260e+02, 1000.00
20, myFA, rastrigin, 3.848e+01, 1.407e+02, 1.421e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.136e-06, 8.335e-12, 8.419e-12, 31.06
2, myDE, sphere, 4.679e-06, 8.041e-12, 8.122e-12, 21.97
2, myFA, sphere, 4.690e-06, 7.206e-12, 7.278e-12, 240.95
2, myPSO, rastrigin, 5.090e-06, 8.532e-12, 8.618e-12, 69.30
2, myDE, rastrigin, 4.579e-06, 8.168e-12, 8.250e-12, 57.22
2, myFA, rastrigin, 1.107e-01, 4.266e-02, 4.309e-02, 809.50
5, myPSO, sphere, 7.263e-06, 4.428e-12, 4.473e-12, 70.85
5, myDE, sphere, 6.775e-06, 4.109e-12, 4.150e-12, 67.57
5, myFA, sphere, 7.353e-06, 4.130e-12, 4.172e-12, 554.05
5, myPSO, rastrigin, 9.751e-01, 7.718e-01, 7.796e-01, 771.28
5, myDE, rastrigin, 1.492e-01, 1.856e-01, 1.875e-01, 412.67
5, myFA, rastrigin, 4.925e+00, 1.014e+01, 1.024e+01, 1000.00
20, myPSO, sphere, 9.065e-06, 6.766e-13, 6.834e-13, 242.78
20, myDE, sphere, 9.164e-05, 1.155e-07, 1.166e-07, 404.23
20, myFA, sphere, 8.833e-06, 9.795e-13, 9.893e-13, 784.92
20, myPSO, rastrigin, 3.074e+01, 9.704e+01, 9.802e+01, 1000.00
20, myDE, rastrigin, 2.770e+01, 3.775e+02, 3.814e+02, 1000.00
20, myFA, rastrigin, 3.842e+01, 1.338e+02, 1.352e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.801e-06, 7.901e-12, 7.981e-12, 33.37
2, myDE, sphere, 4.571e-06, 8.456e-12, 8.542e-12, 21.96
2, myFA, sphere, 4.642e-06, 7.963e-12, 8.043e-12, 237.43
2, myPSO, rastrigin, 9.955e-03, 9.800e-03, 9.899e-03, 78.38
2, myDE, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 68.43
2, myFA, rastrigin, 1.116e-01, 4.087e-02, 4.128e-02, 799.27
5, myPSO, sphere, 6.590e-06, 5.605e-12, 5.662e-12, 70.26
5, myDE, sphere, 7.095e-06, 4.249e-12, 4.292e-12, 68.23
5, myFA, sphere, 7.473e-06, 3.990e-12, 4.030e-12, 555.77
5, myPSO, rastrigin, 9.452e-01, 6.806e-01, 6.875e-01, 773.22
5, myDE, rastrigin, 9.950e-02, 8.909e-02, 8.999e-02, 414.73
5, myFA, rastrigin, 4.863e+00, 6.101e+00, 6.163e+00, 998.60
20, myPSO, sphere, 9.127e-06, 4.757e-13, 4.805e-13, 241.19
20, myDE, sphere, 7.208e-04, 2.960e-05, 2.990e-05, 385.21
20, myFA, sphere, 8.721e-06, 1.086e-12, 1.097e-12, 784.01
20, myPSO, rastrigin, 3.227e+01, 7.671e+01, 7.748e+01, 1000.00
20, myDE, rastrigin, 2.623e+01, 3.452e+02, 3.487e+02, 1000.00
20, myFA, rastrigin, 4.002e+01, 1.326e+02, 1.339e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.160e-06, 8.159e-12, 8.241e-12, 31.14
2, myDE, sphere, 4.688e-06, 8.716e-12, 8.804e-12, 22.23
2, myFA, sphere, 4.587e-06, 8.172e-12, 8.255e-12, 240.71
2, myPSO, rastrigin, 5.525e-06, 8.325e-12, 8.409e-12, 67.53
2, myDE, rastrigin, 4.510e-06, 9.655e-12, 9.753e-12, 58.00
2, myFA, rastrigin, 1.225e-01, 5.084e-02, 5.136e-02, 797.50
5, myPSO, sphere, 7.160e-06, 4.329e-12, 4.372e-12, 71.05
5, myDE, sphere, 6.418e-06, 5.164e-12, 5.216e-12, 67.86
5, myFA, sphere, 7.009e-06, 4.805e-12, 4.853e-12, 558.80
5, myPSO, rastrigin, 8.557e-01, 4.954e-01, 5.004e-01, 782.85
5, myDE, rastrigin, 7.960e-02, 7.286e-02, 7.359e-02, 397.55
5, myFA, rastrigin, 5.042e+00, 9.075e+00, 9.166e+00, 1000.00
20, myPSO, sphere, 8.926e-06, 7.070e-13, 7.141e-13, 241.72
20, myDE, sphere, 6.546e-05, 7.176e-08, 7.249e-08, 381.63
20, myFA, sphere, 8.782e-06, 1.180e-12, 1.191e-12, 783.49
20, myPSO, rastrigin, 3.370e+01, 1.178e+02, 1.190e+02, 1000.00
20, myDE, rastrigin, 2.871e+01, 4.721e+02, 4.768e+02, 1000.00
20, myFA, rastrigin, 4.148e+01, 1.312e+02, 1.325e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.898e-06, 7.472e-12, 7.547e-12, 32.55
2, myDE, sphere, 4.974e-06, 7.779e-12, 7.858e-12, 21.91
2, myFA, sphere, 5.218e-06, 9.412e-12, 9.507e-12, 230.30
2, myPSO, rastrigin, 9.954e-03, 9.800e-03, 9.899e-03, 79.99
2, myDE, rastrigin, 4.149e-06, 8.300e-12, 8.384e-12, 56.51
2, myFA, rastrigin, 1.379e-01, 5.518e-02, 5.574e-02, 806.60
5, myPSO, sphere, 6.993e-06, 4.852e-12, 4.901e-12, 70.56
5, myDE, sphere, 6.679e-06, 4.811e-12, 4.860e-12, 67.38
5, myFA, sphere, 7.533e-06, 3.500e-12, 3.535e-12, 556.05
5, myPSO, rastrigin, 9.353e-01, 8.874e-01, 8.963e-01, 754.41
5, myDE, rastrigin, 5.970e-02, 5.583e-02, 5.640e-02, 389.09
5, myFA, rastrigin, 5.463e+00, 7.508e+00, 7.584e+00, 1000.00
20, myPSO, sphere, 8.978e-06, 6.941e-13, 7.011e-13, 240.50
20, myDE, sphere, 2.718e-04, 2.243e-06, 2.266e-06, 379.11
20, myFA, sphere, 9.004e-06, 9.942e-13, 1.004e-12, 784.94
20, myPSO, rastrigin, 3.257e+01, 1.192e+02, 1.204e+02, 1000.00
20, myDE, rastrigin, 2.853e+01, 4.489e+02, 4.535e+02, 1000.00
20, myFA, rastrigin, 3.943e+01, 1.674e+02, 1.691e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.906e-06, 7.965e-12, 8.045e-12, 32.23
2, myDE, sphere, 4.173e-06, 9.396e-12, 9.491e-12, 21.88
2, myFA, sphere, 5.068e-06, 8.406e-12, 8.491e-12, 246.41
2, myPSO, rastrigin, 4.938e-06, 8.416e-12, 8.501e-12, 70.99
2, myDE, rastrigin, 4.944e-06, 7.847e-12, 7.927e-12, 57.97
2, myFA, rastrigin, 1.426e-01, 4.915e-02, 4.965e-02, 825.98
5, myPSO, sphere, 7.082e-06, 4.588e-12, 4.635e-12, 70.68
5, myDE, sphere, 6.396e-06, 5.472e-12, 5.528e-12, 66.98
5, myFA, sphere, 7.263e-06, 4.820e-12, 4.869e-12, 548.76
5, myPSO, rastrigin, 1.065e+00, 1.035e+00, 1.045e+00, 799.43
5, myDE, rastrigin, 4.975e-02, 4.702e-02, 4.750e-02, 379.65
5, myFA, rastrigin, 5.367e+00, 8.814e+00, 8.903e+00, 997.16
20, myPSO, sphere, 8.895e-06, 9.547e-13, 9.643e-13, 239.74
20, myDE, sphere, 8.168e-04, 2.982e-05, 3.012e-05, 354.68
20, myFA, sphere, 8.911e-06, 7.252e-13, 7.325e-13, 784.93
20, myPSO, rastrigin, 3.302e+01, 1.019e+02, 1.029e+02, 1000.00
20, myDE, rastrigin, 2.935e+01, 4.595e+02, 4.641e+02, 1000.00
20, myFA, rastrigin, 3.943e+01, 1.265e+02, 1.278e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 4.441e-06, 8.601e-12, 8.688e-12, 31.79
2, myDE, sphere, 4.359e-06, 7.797e-12, 7.875e-12, 22.49
2, myFA, sphere, 5.282e-06, 8.585e-12, 8.672e-12, 237.19
2, myPSO, rastrigin, 5.022e-06, 7.613e-12, 7.690e-12, 69.95
2, myDE, rastrigin, 4.541e-06, 7.527e-12, 7.603e-12, 57.54
2, myFA, rastrigin, 1.006e-01, 3.894e-02, 3.934e-02, 796.99
5, myPSO, sphere, 7.118e-06, 4.561e-12, 4.607e-12, 69.73
5, myDE, sphere, 6.566e-06, 5.333e-12, 5.387e-12, 67.41
5, myFA, sphere, 7.019e-06, 4.852e-12, 4.901e-12, 555.15
5, myPSO, rastrigin, 9.651e-01, 1.039e+00, 1.049e+00, 743.22
5, myDE, rastrigin, 9.950e-02, 8.909e-02, 8.999e-02, 407.32
5, myFA, rastrigin, 4.245e+00, 5.309e+00, 5.363e+00, 1000.00
20, myPSO, sphere, 9.043e-06, 8.898e-13, 8.988e-13, 240.03
20, myDE, sphere, 4.302e-04, 5.077e-06, 5.128e-06, 381.01
20, myFA, sphere, 8.950e-06, 7.827e-13, 7.906e-13, 785.35
20, myPSO, rastrigin, 3.173e+01, 1.054e+02, 1.065e+02, 1000.00
20, myDE, rastrigin, 2.658e+01, 3.328e+02, 3.362e+02, 1000.00
20, myFA, rastrigin, 4.019e+01, 1.867e+02, 1.886e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.158e-06, 9.417e-12, 9.512e-12, 30.12
2, myDE, sphere, 4.338e-06, 6.937e-12, 7.007e-12, 21.83
2, myFA, sphere, 4.912e-06, 6.819e-12, 6.888e-12, 248.85
2, myPSO, rastrigin, 4.651e-06, 8.871e-12, 8.960e-12, 66.88
2, myDE, rastrigin, 4.936e-06, 8.924e-12, 9.014e-12, 57.26
2, myFA, rastrigin, 8.108e-02, 1.886e-02, 1.905e-02, 804.16
5, myPSO, sphere, 7.310e-06, 4.084e-12, 4.125e-12, 70.17
5, myDE, sphere, 6.503e-06, 5.033e-12, 5.083e-12, 67.82
5, myFA, sphere, 7.099e-06, 3.988e-12, 4.028e-12, 551.94
5, myPSO, rastrigin, 8.258e-01, 7.732e-01, 7.811e-01, 724.48
5, myDE, rastrigin, 1.199e-01, 1.440e-01, 1.455e-01, 422.99
5, myFA, rastrigin, 4.895e+00, 5.462e+00, 5.517e+00, 1000.00
20, myPSO, sphere, 9.240e-06, 5.825e-13, 5.883e-13, 240.84
20, myDE, sphere, 2.526e-04, 5.347e-06, 5.401e-06, 374.40
20, myFA, sphere, 9.015e-06, 7.750e-13, 7.828e-13, 786.94
20, myPSO, rastrigin, 3.183e+01, 8.859e+01, 8.948e+01, 1000.00
20, myDE, rastrigin, 3.038e+01, 4.932e+02, 4.981e+02, 1000.00
20, myFA, rastrigin, 3.854e+01, 1.309e+02, 1.323e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.225e-06, 8.799e-12, 8.888e-12, 32.48
2, myDE, sphere, 4.488e-06, 8.670e-12, 8.758e-12, 22.05
2, myFA, sphere, 5.090e-06, 8.359e-12, 8.443e-12, 242.98
2, myPSO, rastrigin, 4.537e-06, 7.537e-12, 7.613e-12, 71.34
2, myDE, rastrigin, 4.559e-06, 8.238e-12, 8.322e-12, 56.88
2, myFA, rastrigin, 9.988e-02, 3.741e-02, 3.779e-02, 789.89
5, myPSO, sphere, 7.004e-06, 5.096e-12, 5.147e-12, 70.09
5, myDE, sphere, 6.961e-06, 4.745e-12, 4.792e-12, 67.66
5, myFA, sphere, 6.899e-06, 4.545e-12, 4.591e-12, 558.23
5, myPSO, rastrigin, 8.656e-01, 5.475e-01, 5.531e-01, 759.05
5, myDE, rastrigin, 1.210e-01, 1.242e-01, 1.255e-01, 435.20
5, myFA, rastrigin, 4.591e+00, 8.177e+00, 8.260e+00, 998.73
20, myPSO, sphere, 9.084e-06, 5.549e-13, 5.605e-13, 238.90
20, myDE, sphere, 1.393e-03, 8.765e-05, 8.853e-05, 361.40
20, myFA, sphere, 8.981e-06, 8.166e-13, 8.249e-13, 784.23
20, myPSO, rastrigin, 3.162e+01, 9.683e+01, 9.781e+01, 1000.00
20, myDE, rastrigin, 2.620e+01, 2.960e+02, 2.990e+02, 1000.00
20, myFA, rastrigin, 3.783e+01, 1.290e+02, 1.303e+02, 1000.00
D, method, function, f-value mean, f-value var, f-value std-var, loop time mean
2, myPSO, sphere, 5.402e-06, 8.970e-12, 9.060e-12, 32.42
2, myDE, sphere, 4.434e-06, 9.616e-12, 9.714e-12, 22.32
2, myFA, sphere, 5.315e-06, 7.611e-12, 7.688e-12, 247.30
2, myPSO, rastrigin, 4.890e-06, 8.164e-12, 8.247e-12, 69.49
2, myDE, rastrigin, 3.824e-06, 8.429e-12, 8.514e-12, 58.59
2, myFA, rastrigin, 1.354e-01, 6.616e-02, 6.683e-02, 790.04
5, myPSO, sphere, 7.302e-06, 4.270e-12, 4.313e-12, 70.66
5, myDE, sphere, 7.001e-06, 3.791e-12, 3.830e-12, 68.12
5, myFA, sphere, 6.866e-06, 5.718e-12, 5.776e-12, 553.69
